縣市 ,測站名稱 ,空氣污染指標 ,指標污染物, 狀態 ,二氧化硫濃度 ,一氧化碳濃度 ,臭氧濃度 ,懸浮微粒濃度 ,細懸浮微粒濃度 ,二氧化氮濃度 ,細懸浮微粒指標 ,氮氧化物 ,一氧化氮 ,發佈時間
南投縣,竹山,32,,良好,2.2,0.32,38,31,16,13,1,15.77,2.31,2017-04-22 11:00
南投縣,南投,28,,良好,2.7,0.49,34,28,13,20,2,23.02,3.42,2017-04-22 11:00
南投縣,埔里,38,,良好,1.3,0.22,34,26,10,4,1,5.24,1.23,2017-04-22 11:00
南投縣,竹山,30,,良好,2.5,0.33,35,39,20,17,2,20.68,3.56,2017-04-22 12:00
南投縣,南投,27,,良好,2.9,0.51,33,36,15,22,2,25.24,3.67,2017-04-22 12:00
南投縣,埔里,37,,良好,1.2,0.19,39,22,10,4.2,1,5.3,1.09,2017-04-22 12:00
南投縣,竹山,31,,良好,2.5,0.32,34,46,27,15,2,18.79,3.73,2017-04-22 13:00
南投縣,南投,30,,良好,3.3,0.48,33,43,16,22,2,24.37,2.62,2017-04-22 13:00
南投縣,埔里,37,,良好,1,0.22,37,25,10,4.5,1,5.33,.82,2017-04-22 13:00
南投縣,竹山,36,,良好,2.1,0.33,35,51,31,18,2,24.26,6.04,2017-04-22 14:00
南投縣,南投,33,,良好,3.5,0.43,35,39,17,20,2,22.11,2.54,2017-04-22 14:00
南投縣,埔里,37,,良好,1.1,0.31,32,26,13,9.6,1,10.39,.81,2017-04-22 14:00
南投縣,竹山,36,,良好,2.1,0.33,35,51,31,18,2,24.26,6.04,2017-04-22 14:00
南投縣,南投,33,,良好,3.5,0.43,35,39,17,20,2,22.11,2.54,2017-04-22 14:00
南投縣,埔里,37,,良好,1.1,0.31,32,26,13,9.6,1,10.39,.81,2017-04-22 14:00
南投縣,竹山,42,,良好,2.6,0.37,38,50,32,16,3,18.7,2.26,2017-04-22 16:00
南投縣,南投,36,,良好,2.8,0.45,30,43,19,23,2,25.86,3.13,2017-04-22 16:00
南投縣,埔里,36,,良好,1.4,0.27,31,24,10,8.9,1,9.87,.96,2017-04-22 16:00
南投縣,竹山,42,,良好,2.6,0.38,34,41,22,19,3,21.18,1.97,2017-04-22 17:00
南投縣,南投,36,,良好,2.4,0.45,24,38,19,24,2,26.69,2.41,2017-04-22 17:00
南投縣,埔里,33,,良好,1.3,0.32,27,27,10,10,1,10.81,.85,2017-04-22 17:00
南投縣,竹山,40,,良好,1.5,0.4,27,35,20,22,3,23.52,1.75,2017-04-22 18:00
南投縣,南投,36,,良好,2.6,0.5,18,34,22,26,2,29.09,2.61,2017-04-22 18:00
南投縣,埔里,27,,良好,1.7,0.36,27,28,12,13,1,13.97,1.04,2017-04-22 18:00
南投縣,竹山,40,,良好,1.5,0.4,27,35,20,22,3,23.52,1.75,2017-04-22 18:00
南投縣,南投,36,,良好,2.6,0.5,18,34,22,26,2,29.09,2.61,2017-04-22 18:00
南投縣,埔里,27,,良好,1.7,0.36,27,28,12,13,1,13.97,1.04,2017-04-22 18:00
南投縣,竹山,40,,良好,1.5,0.4,27,35,20,22,3,23.52,1.75,2017-04-22 18:00
南投縣,南投,36,,良好,2.6,0.5,18,34,22,26,2,29.09,2.61,2017-04-22 18:00
南投縣,埔里,27,,良好,1.7,0.36,27,28,12,13,1,13.97,1.04,2017-04-22 18:00
南投縣,竹山,40,,良好,1.5,0.4,27,35,20,22,3,23.52,1.75,2017-04-22 18:00
南投縣,南投,36,,良好,2.6,0.5,18,34,22,26,2,29.09,2.61,2017-04-22 18:00
南投縣,埔里,27,,良好,1.7,0.36,27,28,12,13,1,13.97,1.04,2017-04-22 18:00
南投縣,竹山,40,,良好,1.5,0.4,27,35,20,22,3,23.52,1.75,2017-04-22 18:00
南投縣,南投,36,,良好,2.6,0.5,18,34,22,26,2,29.09,2.61,2017-04-22 18:00
南投縣,埔里,27,,良好,1.7,0.36,27,28,12,13,1,13.97,1.04,2017-04-22 18:00
南投縣,竹山,40,,良好,1.5,0.4,27,35,20,22,3,23.52,1.75,2017-04-22 18:00
南投縣,南投,36,,良好,2.6,0.5,18,34,22,26,2,29.09,2.61,2017-04-22 18:00
南投縣,埔里,27,,良好,1.7,0.36,27,28,12,13,1,13.97,1.04,2017-04-22 18:00
